,EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,Department_x,StandardHours_x,HourlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,BusinessTravel,Department_y,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours_y,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Age_group,Income_group
134,100131,43,28,3,Medical,Female,Single,No,Research & Development,200,24.0,4739,12,0,Travel_Frequently,Research & Development,1,Research Scientist,3,4,3,200,18,2,3,3,2,1,2,No,35-44,4001-6000
135,100132,50,12,3,Marketing,Female,Single,No,Sales,200,46.0,9208,11,0,Travel_Frequently,Sales,3,Sales Executive,4,4,3,200,16,3,3,2,2,2,1,No,45-54,8001-12000
136,100133,31,20,3,Life Sciences,Female,Married,Yes,Sales,200,23.0,4559,11,1,Travel_Rarely,Sales,2,Sales Executive,3,3,3,200,4,2,3,2,2,2,2,Yes,25-34,4001-6000
137,100134,41,9,1,Life Sciences,Male,Divorced,No,Sales,200,41.0,8189,13,1,Travel_Rarely,Sales,3,Sales Executive,3,3,3,200,12,2,3,9,7,0,7,Yes,35-44,8001-12000
138,100135,26,25,1,Life Sciences,Female,Married,No,Human Resources,200,15.0,2942,23,1,Travel_Rarely,Human Resources,1,Human Resources,3,1,4,200,8,3,3,8,7,5,7,No,25-34,2001-4000
139,100136,36,6,2,Medical,Male,Divorced,No,Research & Development,200,25.0,4941,20,2,Travel_Rarely,Research & Development,2,Manufacturing Director,2,6,4,200,7,0,3,3,2,0,1,No,35-44,4001-6000
140,100137,51,8,4,Life Sciences,Male,Single,Yes,Research & Development,200,53.0,10650,15,0,Travel_Frequently,Research & Development,3,Manufacturing Director,4,2,3,200,18,2,3,4,2,0,3,No,45-54,8001-12000
141,100138,39,4,4,Life Sciences,Female,Married,No,Sales,200,30.0,5902,14,1,Travel_Rarely,Sales,2,Sales Executive,3,4,3,200,17,1,4,15,11,5,9,No,35-44,4001-6000
142,100139,25,28,3,Life Sciences,Male,Married,No,Sales,200,43.0,8639,18,0,Travel_Rarely,Sales,2,Sales Executive,3,2,3,200,6,3,3,2,2,2,2,No,25-34,8001-12000
143,100140,30,9,3,Human Resources,Male,Married,No,Human Resources,200,32.0,6347,19,0,Travel_Rarely,Human Resources,2,Human Resources,4,0,3,200,12,2,1,11,9,4,7,Yes,25-34,6001-8000
144,100141,32,9,3,Medical,Female,Single,Yes,Research & Development,200,21.0,4200,22,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,7,4,200,10,2,4,5,4,0,4,No,25-34,4001-6000
145,100142,45,29,3,Medical,Male,Single,No,Research & Development,200,17.0,3452,13,0,Travel_Rarely,Research & Development,1,Research Scientist,4,5,3,200,9,2,2,6,5,0,3,No,45-54,2001-4000
146,100143,38,3,5,Technical Degree,Female,Single,No,Research & Development,200,22.0,4317,20,0,Travel_Rarely,Research & Development,2,Research Scientist,3,3,4,200,19,2,3,3,2,2,2,Yes,35-44,4001-6000
147,100144,30,18,3,Life Sciences,Female,Single,No,Research & Development,200,13.0,2632,14,0,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,5,4,2,5,4,0,4,No,25-34,2001-4000
148,100145,32,9,2,Medical,Male,Divorced,No,Sales,200,23.0,4668,17,3,Travel_Frequently,Sales,2,Sales Executive,4,0,3,200,9,2,4,8,7,0,7,No,25-34,4001-6000
149,100145,32,9,2,Medical,Male,Divorced,No,Sales,200,23.0,4668,17,3,Travel_Frequently,Sales,2,Sales Executive,4,0,3,200,9,2,4,8,7,0,7,No,25-34,4001-6000
150,100146,30,5,3,Technical Degree,Female,Divorced,No,Research & Development,200,16.0,3204,14,1,Travel_Rarely,Research & Development,1,Research Scientist,1,5,3,200,8,3,3,3,2,2,2,No,25-34,2001-4000
151,100147,30,2,1,Medical,Male,Single,No,Research & Development,200,14.0,2720,13,0,Travel_Rarely,Research & Development,1,Laboratory Technician,4,0,3,200,6,3,3,5,3,1,2,No,25-34,2001-4000
152,100148,41,10,3,Life Sciences,Male,Divorced,No,Research & Development,200,86.0,17181,13,1,Travel_Frequently,Research & Development,4,Manager,1,4,1,200,21,2,2,7,6,7,7,No,35-44,>15000
153,100149,41,9,4,Life Sciences,Male,Married,No,Research & Development,200,11.0,2238,21,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,2,4,200,7,2,3,5,0,1,4,No,35-44,2001-4000
154,100150,19,3,1,Medical,Female,Single,No,Research & Development,200,7.0,1483,14,0,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,2,200,1,3,3,1,0,0,0,No,18-24,1000-2000
155,100151,40,26,3,Medical,Female,Divorced,No,Research & Development,200,28.0,5605,11,1,Travel_Frequently,Research & Development,2,Research Scientist,2,1,3,200,20,2,3,20,7,2,13,No,35-44,4001-6000
156,100152,35,1,5,Marketing,Male,Married,No,Sales,200,36.0,7295,13,2,Travel_Rarely,Sales,3,Sales Executive,2,1,3,200,10,3,3,10,8,0,6,No,35-44,6001-8000
157,100153,53,6,2,Marketing,Male,Married,No,Sales,200,12.0,2306,20,1,Travel_Rarely,Sales,2,Sales Representative,3,2,4,200,13,3,1,7,7,4,5,Yes,45-54,2001-4000
158,100154,45,9,3,Life Sciences,Male,Divorced,No,Research & Development,200,12.0,2348,18,1,Travel_Rarely,Research & Development,2,Laboratory Technician,2,8,3,200,20,2,1,17,9,0,15,No,45-54,2001-4000
159,100155,32,8,3,Marketing,Female,Single,No,Sales,200,45.0,8998,14,0,Travel_Frequently,Sales,3,Sales Executive,4,1,3,200,9,2,3,9,8,3,7,No,25-34,8001-12000
160,100156,29,1,1,Technical Degree,Male,Married,No,Research & Development,200,22.0,4319,13,1,Non-Travel,Research & Development,2,Manufacturing Director,3,1,3,200,10,1,3,10,7,0,9,No,25-34,4001-6000
161,100157,51,7,4,Medical,Male,Married,No,Research & Development,200,31.0,6132,17,0,Travel_Rarely,Research & Development,2,Manufacturing Director,3,2,3,200,10,2,3,1,0,0,0,No,45-54,6001-8000
162,100158,58,9,3,Medical,Female,Married,No,Research & Development,200,17.0,3346,20,1,Travel_Rarely,Research & Development,1,Research Scientist,2,4,4,200,9,3,2,1,0,0,0,Yes,55-60,2001-4000
163,100159,40,4,4,Marketing,Male,Married,No,Sales,200,54.0,10855,11,1,Travel_Rarely,Sales,3,Sales Executive,4,7,3,200,15,2,2,12,11,2,11,No,35-44,8001-12000
164,100160,34,2,4,Marketing,Female,Married,No,Sales,200,11.0,2231,18,1,Travel_Frequently,Sales,1,Sales Representative,3,6,3,200,6,3,3,4,3,1,2,No,25-34,2001-4000
165,100161,22,19,1,Medical,Male,Married,No,Research & Development,200,12.0,2323,24,2,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,2,6,3,2,2,2,2,No,18-24,2001-4000
166,100162,27,9,3,Medical,Male,Divorced,No,Research & Development,200,10.0,2024,18,1,Non-Travel,Research & Development,1,Research Scientist,2,6,3,200,6,1,1,2,2,2,2,No,25-34,2001-4000
167,100163,28,21,3,Medical,Male,Married,No,Research & Development,200,14.0,2713,11,1,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,5,2,1,5,2,0,2,No,25-34,2001-4000
168,100164,57,24,2,Life Sciences,Male,Divorced,No,Research & Development,200,47.0,9439,16,1,Travel_Rarely,Research & Development,3,Healthcare Representative,4,3,3,200,12,2,1,5,3,1,4,Yes,55-60,8001-12000
169,100165,27,3,3,Medical,Male,Divorced,No,Research & Development,200,13.0,2566,15,1,Non-Travel,Research & Development,1,Research Scientist,3,1,3,200,1,2,2,1,1,0,1,Yes,25-34,2001-4000
170,100166,50,11,3,Life Sciences,Female,Single,No,Research & Development,200,100.0,19926,15,0,Travel_Rarely,Research & Development,5,Manager,2,3,3,200,21,5,3,5,4,4,4,No,45-54,>15000
171,100167,41,14,3,Life Sciences,Male,Divorced,No,Research & Development,200,12.0,2451,12,1,Travel_Rarely,Research & Development,1,Research Scientist,3,4,3,200,13,2,3,9,8,1,8,No,35-44,2001-4000
172,100168,30,5,3,Life Sciences,Female,Married,No,Sales,200,47.0,9419,12,1,Travel_Rarely,Sales,3,Sales Executive,4,2,3,200,12,2,3,10,9,7,4,No,25-34,8001-12000
173,100169,38,1,4,Life Sciences,Female,Single,No,Sales,200,43.0,8686,22,0,Travel_Rarely,Sales,2,Sales Executive,4,4,4,200,12,2,4,8,3,0,7,No,35-44,8001-12000
174,100170,32,6,5,Life Sciences,Male,Single,No,Research & Development,200,15.0,3038,20,0,Travel_Rarely,Research & Development,1,Research Scientist,3,3,4,200,8,2,3,5,4,1,4,No,25-34,2001-4000
175,100171,27,17,3,Technical Degree,Male,Married,No,Research & Development,200,15.0,3058,16,1,Travel_Rarely,Research & Development,1,Research Scientist,2,0,3,200,6,3,2,5,2,1,1,Yes,25-34,2001-4000
176,100172,19,1,1,Technical Degree,Female,Single,Yes,Sales,200,12.0,2325,21,0,Travel_Frequently,Sales,1,Sales Representative,1,0,4,200,1,5,4,0,0,0,0,No,18-24,2001-4000
177,100173,36,3,2,Medical,Male,Single,No,Research & Development,200,10.0,2088,12,0,Travel_Frequently,Research & Development,1,Laboratory Technician,2,4,1,200,13,3,2,8,7,7,2,No,35-44,2001-4000
178,100174,30,9,3,Medical,Male,Divorced,No,Research & Development,200,15.0,3072,11,2,Non-Travel,Research & Development,2,Laboratory Technician,1,1,3,200,12,4,3,12,9,6,10,No,25-34,2001-4000
179,100175,45,4,2,Life Sciences,Female,Divorced,No,Sales,200,25.0,5006,11,1,Travel_Rarely,Sales,2,Sales Executive,1,4,3,200,9,3,4,5,4,0,3,Yes,45-54,4001-6000
180,100175,45,4,2,Life Sciences,Female,Divorced,No,Sales,200,25.0,5006,11,1,Travel_Rarely,Sales,2,Sales Executive,2,4,3,200,9,3,4,5,4,0,3,Yes,45-54,4001-6000
181,100176,56,8,3,Life Sciences,Female,Divorced,No,Research & Development,200,21.0,4257,18,1,Travel_Rarely,Research & Development,1,Research Scientist,1,4,3,200,19,3,3,2,2,2,2,Yes,55-60,4001-6000
182,100177,33,2,3,Life Sciences,Male,Single,No,Research & Development,200,13.0,2500,14,0,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,4,2,4,3,1,0,2,No,25-34,2001-4000
183,100178,19,2,3,Life Sciences,Male,Single,Yes,Research & Development,200,6.0,1102,22,0,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,4,200,1,3,2,1,0,1,0,No,18-24,1000-2000
184,100179,46,1,2,Marketing,Female,Divorced,No,Sales,200,52.0,10453,25,3,Travel_Rarely,Sales,3,Sales Executive,1,1,3,200,24,2,3,24,13,15,7,No,45-54,8001-12000
185,100180,38,9,2,Life Sciences,Female,Single,No,Research & Development,200,11.0,2288,12,0,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,2,3,3,2,2,2,1,No,35-44,2001-4000
186,100181,31,12,1,Medical,Female,Married,No,Research & Development,200,20.0,3929,23,1,Travel_Rarely,Research & Development,1,Research Scientist,4,8,4,200,7,0,3,4,2,0,2,Yes,25-34,2001-4000
187,100182,34,27,2,Medical,Female,Single,No,Research & Development,200,12.0,2311,15,0,Travel_Rarely,Research & Development,1,Research Scientist,2,2,2,200,9,3,3,3,2,1,2,No,25-34,2001-4000
188,100183,41,20,2,Marketing,Female,Single,Yes,Sales,200,16.0,3140,22,0,Travel_Rarely,Sales,1,Sales Representative,2,1,4,200,4,5,2,4,3,0,2,Yes,35-44,2001-4000
189,100184,50,1,3,Medical,Male,Married,No,Research & Development,200,18.0,3690,15,1,Travel_Rarely,Research & Development,1,Laboratory Technician,3,2,3,200,5,2,2,3,2,0,2,No,45-54,2001-4000
190,100185,53,13,2,Medical,Female,Divorced,No,Research & Development,200,22.0,4450,11,2,Travel_Rarely,Research & Development,2,Manufacturing Director,1,1,3,200,5,3,3,4,2,1,3,No,45-54,4001-6000
191,100186,33,14,3,Medical,Female,Married,No,Research & Development,200,14.0,2756,13,1,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,8,5,3,8,7,1,6,No,25-34,2001-4000
192,100187,40,4,1,Medical,Female,Married,No,Research & Development,200,95.0,19033,14,1,Travel_Rarely,Research & Development,5,Manager,3,1,3,200,21,2,3,20,8,9,9,No,35-44,>15000
193,100188,55,14,4,Medical,Male,Single,No,Research & Development,200,94.0,18722,11,0,Travel_Rarely,Research & Development,5,Research Director,2,8,3,200,36,3,3,24,15,2,15,No,55-60,>15000
194,100189,34,2,1,Life Sciences,Male,Married,No,Research & Development,200,48.0,9547,17,0,Travel_Frequently,Research & Development,2,Manufacturing Director,3,1,3,200,10,2,2,10,9,1,9,No,25-34,8001-12000
195,100190,51,3,3,Medical,Female,Single,No,Research & Development,200,69.0,13734,18,0,Travel_Rarely,Research & Development,4,Healthcare Representative,2,3,3,200,21,6,3,7,7,1,0,No,45-54,12001-15000
196,100191,52,1,4,Life Sciences,Male,Married,No,Research & Development,200,100.0,19999,14,1,Travel_Rarely,Research & Development,5,Manager,3,0,3,200,34,5,3,33,18,11,9,No,45-54,>15000
197,100192,27,9,3,Medical,Female,Single,No,Research & Development,200,11.0,2279,16,0,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,7,2,2,7,7,0,3,No,25-34,2001-4000
198,100193,35,23,2,Life Sciences,Male,Married,Yes,Research & Development,200,30.0,5916,13,0,Travel_Rarely,Research & Development,2,Manufacturing Director,3,3,3,200,8,1,3,1,0,0,1,Yes,35-44,4001-6000
199,100194,43,7,3,Medical,Male,Divorced,No,Research & Development,200,10.0,2089,14,3,Non-Travel,Research & Development,1,Research Scientist,4,4,3,200,7,3,4,5,4,2,2,No,35-44,2001-4000
200,100195,45,2,2,Medical,Male,Married,No,Research & Development,200,84.0,16792,23,1,Non-Travel,Research & Development,4,Manager,4,9,4,200,22,1,3,20,8,11,8,No,45-54,>15000
201,100196,37,21,3,Life Sciences,Male,Married,No,Research & Development,200,18.0,3564,12,1,Travel_Rarely,Research & Development,1,Research Scientist,1,1,3,200,8,3,2,8,7,1,7,Yes,35-44,2001-4000
202,100197,35,2,3,Medical,Female,Single,No,Research & Development,200,22.0,4425,11,0,Travel_Frequently,Research & Development,2,Laboratory Technician,2,5,3,200,10,5,3,6,2,1,2,No,35-44,4001-6000
203,100198,42,21,2,Medical,Female,Divorced,No,Research & Development,200,26.0,5265,16,1,Non-Travel,Research & Development,2,Manufacturing Director,3,2,3,200,11,5,3,5,3,0,2,No,35-44,4001-6000
204,100199,38,2,4,Life Sciences,Male,Married,No,Research & Development,200,33.0,6553,14,0,Travel_Rarely,Research & Development,2,Manufacturing Director,3,9,3,200,14,3,3,1,0,0,0,No,35-44,6001-8000
205,100200,38,29,3,Technical Degree,Male,Married,No,Research & Development,200,31.0,6261,18,1,Travel_Rarely,Research & Development,2,Manufacturing Director,4,3,3,200,9,3,1,7,7,1,7,No,35-44,6001-8000
206,100201,27,1,1,Technical Degree,Male,Married,No,Research & Development,200,21.0,4298,19,1,Travel_Frequently,Research & Development,2,Manufacturing Director,1,5,3,200,6,1,3,2,2,2,0,No,25-34,4001-6000
207,100202,49,18,4,Life Sciences,Male,Divorced,No,Research & Development,200,34.0,6804,15,2,Non-Travel,Research & Development,2,Manufacturing Director,4,1,3,200,7,0,3,7,7,1,7,Yes,45-54,6001-8000
208,100203,34,10,4,Medical,Male,Divorced,No,Research & Development,200,19.0,3815,17,1,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,5,4,4,5,3,2,0,Yes,25-34,2001-4000
209,100204,40,19,2,Medical,Male,Married,No,Research & Development,200,14.0,2741,15,1,Travel_Rarely,Research & Development,2,Laboratory Technician,4,8,3,200,15,2,4,7,2,3,7,Yes,35-44,2001-4000
210,100205,38,29,1,Medical,Male,Married,Yes,Research & Development,200,33.0,6673,19,0,Travel_Rarely,Research & Development,2,Healthcare Representative,1,7,3,200,17,2,3,1,0,0,0,Yes,35-44,6001-8000
211,100206,29,27,3,Marketing,Female,Married,Yes,Sales,200,38.0,7639,22,3,Travel_Rarely,Sales,3,Sales Executive,4,1,4,200,10,3,2,10,4,1,9,No,25-34,6001-8000
212,100207,22,5,3,Life Sciences,Male,Divorced,No,Research & Development,200,12.0,2328,16,1,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,4,2,2,4,2,2,2,Yes,18-24,2001-4000
213,100208,36,18,1,Medical,Female,Single,No,Research & Development,200,11.0,2153,13,0,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,3,200,8,2,3,8,1,1,7,No,35-44,2001-4000
214,100209,40,9,5,Life Sciences,Male,Married,No,Research & Development,200,24.0,4876,14,1,Non-Travel,Research & Development,2,Healthcare Representative,4,9,3,200,5,5,1,3,2,0,2,No,35-44,4001-6000
215,100210,46,1,4,Medical,Male,Divorced,No,Research & Development,200,47.0,9396,16,1,Travel_Rarely,Research & Development,3,Healthcare Representative,1,7,3,200,17,3,3,4,2,0,3,No,45-54,8001-12000
216,100211,32,4,4,Medical,Male,Married,Yes,Sales,200,52.0,10400,11,0,Travel_Rarely,Sales,3,Sales Executive,4,1,3,200,14,2,2,14,8,9,8,No,25-34,8001-12000
217,100212,30,1,1,Life Sciences,Male,Single,No,Research & Development,200,42.0,8474,22,0,Non-Travel,Research & Development,3,Manufacturing Director,3,1,4,200,12,2,3,11,8,5,8,No,25-34,8001-12000
218,100213,27,20,3,Life Sciences,Female,Single,No,Sales,200,50.0,9981,14,0,Travel_Frequently,Sales,2,Sales Executive,3,1,3,200,7,2,3,7,7,0,7,No,25-34,8001-12000
219,100214,51,8,4,Life Sciences,Male,Married,No,Research & Development,200,62.0,12490,16,2,Travel_Rarely,Research & Development,3,Research Director,2,5,1,200,16,5,1,10,9,4,7,No,45-54,12001-15000
220,100215,30,3,3,Technical Degree,Female,Single,Yes,Research & Development,200,13.0,2657,11,0,Travel_Rarely,Research & Development,1,Research Scientist,1,5,3,200,8,5,3,5,2,0,4,Yes,25-34,2001-4000
221,100216,41,6,3,Life Sciences,Female,Single,No,Sales,200,68.0,13591,18,0,Travel_Rarely,Sales,3,Manager,4,3,3,200,16,3,3,1,0,0,0,Yes,35-44,12001-15000
222,100217,30,26,4,Marketing,Female,Single,Yes,Sales,200,33.0,6696,15,0,Travel_Frequently,Sales,2,Sales Executive,1,5,3,200,9,5,2,6,3,0,1,No,25-34,6001-8000
223,100218,29,1,3,Technical Degree,Male,Single,Yes,Research & Development,200,10.0,2058,14,0,Travel_Rarely,Research & Development,1,Research Scientist,3,0,3,200,7,1,2,6,2,1,5,No,25-34,2001-4000
224,100219,45,6,3,Medical,Female,Single,No,Sales,200,44.0,8865,12,0,Non-Travel,Sales,3,Sales Executive,4,6,3,200,23,2,3,19,7,12,8,No,45-54,8001-12000
225,100220,54,3,3,Marketing,Female,Married,No,Sales,200,30.0,5940,14,1,Travel_Rarely,Sales,2,Sales Executive,1,2,3,200,16,4,3,6,2,0,5,No,45-54,4001-6000
226,100221,36,5,2,Life Sciences,Male,Single,No,Research & Development,200,30.0,5914,16,0,Travel_Rarely,Research & Development,2,Laboratory Technician,2,8,3,200,16,3,4,13,11,3,7,No,35-44,4001-6000
227,100222,33,4,4,Medical,Female,Married,No,Research & Development,200,13.0,2622,21,0,Travel_Rarely,Research & Development,1,Research Scientist,2,6,4,200,7,3,3,3,2,1,1,No,25-34,2001-4000
228,100223,37,11,3,Other,Male,Divorced,No,Research & Development,200,61.0,12185,14,3,Travel_Frequently,Research & Development,3,Research Director,4,1,3,200,10,1,3,10,8,0,7,Yes,35-44,12001-15000
229,100224,38,3,3,Life Sciences,Male,Divorced,No,Sales,200,53.0,10609,12,2,Travel_Rarely,Sales,3,Sales Executive,3,0,3,200,17,6,2,16,10,5,13,No,35-44,8001-12000
230,100225,31,1,4,Medical,Male,Married,No,Research & Development,200,22.0,4345,12,1,Non-Travel,Research & Development,2,Manufacturing Director,3,0,3,200,6,2,3,5,4,1,4,No,25-34,4001-6000
231,100226,59,3,3,Life Sciences,Male,Married,No,Research & Development,200,11.0,2177,17,1,Travel_Rarely,Research & Development,1,Research Scientist,4,3,3,200,7,6,3,1,0,0,0,No,55-60,2001-4000
232,100227,37,4,4,Marketing,Male,Divorced,No,Sales,200,14.0,2793,17,1,Travel_Frequently,Sales,1,Sales Representative,4,4,3,200,13,2,3,9,8,5,8,No,35-44,2001-4000
233,100228,29,1,1,Medical,Female,Married,No,Sales,200,40.0,7918,14,1,Travel_Frequently,Sales,3,Sales Executive,4,1,3,200,11,5,3,11,10,4,1,No,25-34,6001-8000
234,100229,35,1,3,Marketing,Female,Single,No,Sales,200,44.0,8789,14,0,Travel_Frequently,Sales,3,Sales Executive,3,1,3,200,10,3,4,10,7,0,8,No,35-44,8001-12000
235,100230,29,18,1,Medical,Male,Single,Yes,Research & Development,200,12.0,2389,13,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,4,3,2,4,3,0,1,Yes,25-34,2001-4000
236,100231,52,2,3,Life Sciences,Female,Single,No,Research & Development,200,16.0,3212,15,0,Travel_Rarely,Research & Development,1,Laboratory Technician,4,7,3,200,6,3,2,2,2,2,2,No,45-54,2001-4000
237,100232,42,4,2,Technical Degree,Male,Married,No,Research & Development,200,96.0,19232,11,0,Travel_Rarely,Research & Development,5,Manager,4,1,3,200,22,3,3,22,17,11,15,No,35-44,>15000
238,100233,59,6,2,Medical,Male,Married,No,Human Resources,200,11.0,2267,17,0,Travel_Rarely,Human Resources,1,Human Resources,3,8,3,200,7,2,2,2,2,2,2,No,55-60,2001-4000
239,100234,50,1,4,Medical,Female,Divorced,No,Sales,200,98.0,19517,11,1,Travel_Rarely,Sales,5,Manager,4,3,3,200,32,3,2,7,0,0,6,No,45-54,>15000
240,100235,33,14,3,Medical,Male,Married,Yes,Research & Development,200,12.0,2436,13,1,Travel_Rarely,Research & Development,1,Laboratory Technician,4,5,3,200,8,2,1,5,4,0,4,Yes,25-34,2001-4000
241,100236,43,16,3,Marketing,Female,Married,No,Sales,200,80.0,16064,22,1,Travel_Rarely,Sales,4,Manager,4,5,4,200,22,3,3,17,13,1,9,Yes,35-44,>15000
242,100237,33,2,2,Life Sciences,Female,Married,Yes,Research & Development,200,14.0,2707,20,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,7,4,200,13,3,4,9,7,1,7,No,25-34,2001-4000
243,100238,52,2,4,Life Sciences,Male,Single,No,Sales,200,95.0,19068,18,0,Non-Travel,Sales,5,Manager,3,1,3,200,33,2,4,33,7,15,12,Yes,45-54,>15000
244,100239,32,4,2,Life Sciences,Female,Married,No,Sales,200,20.0,3931,11,1,Travel_Rarely,Sales,1,Sales Representative,2,2,3,200,6,5,3,4,3,1,2,No,25-34,2001-4000
245,100240,32,1,3,Life Sciences,Male,Single,Yes,Research & Development,200,19.0,3730,14,0,Travel_Rarely,Research & Development,1,Laboratory Technician,3,0,3,200,4,2,1,3,2,1,2,Yes,25-34,2001-4000
246,100241,39,1,4,Medical,Female,Divorced,No,Research & Development,200,11.0,2232,14,3,Travel_Rarely,Research & Development,1,Laboratory Technician,3,7,3,200,7,1,3,3,2,1,2,No,35-44,2001-4000
